twotheta,intensity
42.7423,1248
42.7628,1267
42.7833,1339
42.8037,1366
42.8242,1398
42.8446,1416
42.8651,1484
42.8856,1508
42.906,1538
42.9265,1681
42.947,1630
42.9674,1705
42.9879,1817
43.0084,1903
43.0288,1975
43.0493,2101
43.0698,2096
43.0902,2201
43.1107,2297
43.1311,2472
43.1516,2475
43.1721,2475
43.1925,2596
43.213,2583
43.2335,2666
43.2539,2574
43.2744,2397
43.2949,2347
43.3153,2160
43.3358,2070
43.3562,2058
43.3767,1873
43.3972,1830
43.4176,1689
43.4381,1621
43.4586,1499
43.479,1438
43.4995,1373
43.52,1357
43.5404,1257
43.5609,1273
43.5813,1301
43.6018,1225
43.6223,1177
43.6427,1152
43.6632,1185
43.6837,1138
43.7041,1159
43.7246,1109
43.7451,1054
43.7655,1112
43.786,1060
43.8065,1050
43.8269,1041
43.8474,1086
43.8678,1148
43.8883,1117
43.9088,1123
43.9292,1134
43.9497,1118
43.9702,1131
43.9906,1128
44.0111,1133
44.0316,1087
44.052,1080
44.0725,1049
44.0929,1013
44.1134,1076
44.1339,1042
44.1543,1019
44.1748,1099
44.1953,1056
44.2157,1039
44.2362,1001
44.2567,988
44.2771,1079
44.2976,969
44.318,967
44.3385,1015
44.359,1072
44.3794,1006
44.3999,1003
44.4204,1020
44.4408,1012
44.4613,1061
44.4818,975
44.5022,1015
44.5227,996
44.5432,932
44.5636,933
44.5841,951
44.6045,970
44.625,957
44.6455,902
44.6659,1060
44.6864,957
44.7069,982
44.7273,1017
44.7478,997
44.7683,958
44.7887,940
44.8092,1029
44.8296,1014
44.8501,988
44.8706,1018
44.891,985
44.9115,945
44.932,929
44.9524,914
44.9729,1010
44.9934,935
45.0138,922
45.0343,1013
45.0547,965
45.0752,965
45.0957,991
45.1161,909
45.1366,903
45.1571,1002
45.1775,954
45.198,898
45.2185,974
45.2389,974
45.2594,956
45.2799,976
45.3003,977
45.3208,964
45.3412,894
45.3617,950
45.3822,968
45.4026,944
45.4231,971
45.4436,984
45.464,994
45.4845,946
45.505,897
45.5254,983
45.5459,998
45.5663,909
45.5868,959
45.6073,980
45.6277,883
45.6482,921
45.6687,942
45.6891,958
45.7096,907
45.7301,960
45.7505,951
45.771,966
45.7914,922
45.8119,917
45.8324,932
45.8528,922
45.8733,931
45.8938,971
45.9142,983
45.9347,1012
45.9552,917
45.9756,965
45.9961,949
46.0166,984
46.037,913
46.0575,948
46.0779,920
46.0984,926
46.1189,937
46.1393,959
46.1598,914
46.1803,903
46.2007,963
46.2212,969
46.2417,883
46.2621,914
46.2826,923
46.303,872
46.3235,887
46.344,939
46.3644,934
46.3849,862
46.4054,933
